SUB_TYPE,FOLDER_NAME,EVENT_MONTH,EVENT_YEAR,AMPLIFIED_SOUND_DISTRICT,CALENDAR_YEAR_FOLDER_CREATED,CAPACITY,DECIBEL_LEVEL,END_HOURS_CONC_POUR_MON_SAT,END_HOURS_MOV_VEH_MON_SAT,END_HOURS_MOV_VEH_SUN,END_HOURS_NEAR_HOME_FRI_SAT,END_HOURS_NEAR_HOME_SUN_THUR,END_HOURS_NOT_NEAR_HOME,EXISTING_ZONING,EXPIRATION_DATE,IN_DATE,ISSUE_DATE,OMV_FRI_END_TIME,OMV_FRI_START_TIME,OMV_MON_END_TIME,OMV_MON_START_TIME,OMV_SAT_END_TIME,OMV_SAT_START_TIME,OMV_SUN_END_TIME,OMV_SUN_START_TIME,OMV_THU_END_TIME,OMV_THU_START_TIME,OMV_TUE_END_TIME,OMV_TUE_START_TIME,OMV_WED_END_TIME,OMV_WED_START_TIME,PROPERTYRSN,REST_51_PERCENT_FOOD_SALES,SQUARE_FOOTAGE,START_DATE,START_DATE_2,START_DATE_3,START_DATE_4,START_HOURS_CONC_POUR_MON_SAT,START_HOURS_MOV_VEH_MON_SAT,START_HOURS_MOV_VEH_SUN,START_HOURS_NEAR_HOME_FRI_SAT,START_HOURS_NEAR_HOME_SUN_THUR,START_HOURS_NOT_NEAR_HOME,STATUS,STREET_ADDRESS,ZIPCODE,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,LOCATION,PERMIT_NUMBER
Outdoor Music Venue,Easy Tiger,,,6th Street District,2018,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-07-11,2018-08-17,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,166916,No,3800,,,,,,,,,,,Expired,709  6TH ST,78701,30.2658057,-97.73569707,9,"(30.2658057,-97.73569707)",2018-116839 SO
Outdoor Music Venue,Easy Tiger Linc,,,Other,2018,See approved load cards,70,,,,,,,CS-NP,,2018-11-02,2019-04-16,Midnight,10:00AM,10:30PM,10:00AM,Midnight,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,529618,Yes,15500,,,,,,,,,,,Expired,6406 SB IH 35 SVRD,78752,30.32535265,-97.70757653,4,"(30.32535265,-97.70757653)",2018-190451 SO
Outdoor Music Venue,Bungalow,,,Other,2013,335,75,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2013-02-25,2013-04-04,Midnight,10:00am,10:00pm,10:00am,Midnight,10:00am,10:00pm,10:00am,11:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,92528,No,1000,,,,,,,,,,,Expired,92  RAINEY ST,78701,30.2605365,-97.73843366,9,"(30.2605365,-97.73843366)",2013-018150 SO
Private Sound Amplification,Barton Springs Block Party,OCTOBER,2013,Other,2013,,70,,,,9:00pm,,,CS - GENERAL COMMERCIAL,2013-10-12,2013-08-02,,,,,,,,,,,,,,,,665312,,,2013-10-04,2013-10-05,2013-10-11,2013-10-12,,,,11:00am,,,In Review,1720  BARTON SPRINGS RD,78704,30.26352746,-97.76292397,9,"(30.26352746,-97.76292397)",2013-080640 SO
Outdoor Music Venue,Tejano Ranch,,,Other,2014,1,85,,,,,,,CS - GENERAL COMMERCIAL,,2014-04-01,2014-05-07,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,261141,No,1,,,,,,,,,,,Expired,7601 NB LAMAR BLVD,78752,30.34404401,-97.71402502,4,"(30.34404401,-97.71402502)",2014-032392 SO
Advertising Sound Amplification,Front Gate Tickets,MARCH,2013,Other,2013,,85,,,,,5:45pm,,CS - GENERAL COMMERCIAL,2013-03-15,2013-03-05,2013-04-02,,,,,,,,,,,,,,,284338,,,2013-03-15,,,,,,,,10:30am,,Expired,1711  CONGRESS AVE,78704,30.2462114,-97.7504793,9,"(30.2462114,-97.7504793)",2013-021452 SO
Advertising Sound Amplification,Front Gate Tickets 9th Annual Morning After Party,MARCH,2015,Other,2015,,75,,,,5:30pm,,,CS - GENERAL COMMERCIAL,2015-03-20,2015-03-03,2015-03-06,,,,,,,,,,,,,,,284338,,,2015-03-20,,,,,,,Noon,,,Expired,1711  CONGRESS AVE,78704,30.2462114,-97.7504793,9,"(30.2462114,-97.7504793)",2015-024231 SO
Outdoor Music Venue,510 RIO GRANDE ST,,,Other,2016,265,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-09-29,,,,,,,,,,,,,,,,128630,No,4250,,,,,,,,,,,In Review,510  RIO GRANDE ST,78701,30.26953531,-97.74971587,9,"(30.26953531,-97.74971587)",2016-119692 SO
Outdoor Music Venue,Empire Control Room,,,Other,2013,216,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2013-03-18,2013-05-09,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00am,10:00am,10:30pm,10:00am,10:30pm,10:00am,201050,No,1361,,,,,,,,,,,Expired,606  7TH ST,78701,30.26741464,-97.73610371,9,"(30.26741464,-97.73610371)",2013-026450 SO
Advertising Sound Amplification,Apparition Skateboard Halloween Party,OCTOBER,2013,Other,2013,,85,,,,10:00pm,,,CS - GENERAL COMMERCIAL,2013-10-25,2013-10-15,2013-10-22,,,,,,,,,,,,,,,519092,,,2013-10-25,,,,,,,3:00pm,,,Expired,119  NORTH LOOP BLVD,78751,30.31760177,-97.72156182,9,"(30.31760177,-97.72156182)",2013-108099 SO
Advertising Sound Amplification,Apparition Skateboards Party,APRIL,2014,Other,2014,,85,,,,,8:00pm,,CS - GENERAL COMMERCIAL,2014-04-22,2014-04-08,2014-04-21,,,,,,,,,,,,,,,519092,,,2014-04-22,,,,,,,,5:00pm,,Expired,119  NORTH LOOP BLVD,78751,30.31760177,-97.72156182,9,"(30.31760177,-97.72156182)",2014-035415 SO
Outdoor Music Venue,G'Raj Mahal Cafe,,,Other,2013,250,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2013-12-04,2014-03-31,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,93152,Yes,3775,,,,,,,,,,,Expired,73  RAINEY ST,78701,30.25829102,-97.73864608,9,"(30.25829102,-97.73864608)",2013-125871 SO
Outdoor Music Venue,G'Raj Mahal Cafe,,,Other,2015,250,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-03-26,2015-04-21,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,93152,Yes,3775,,,,,,,,,,,Expired,73  RAINEY ST,78701,30.25829102,-97.73864608,9,"(30.25829102,-97.73864608)",2015-033965 SO
Outdoor Music Venue,G'Raj Mahal Cafe,,,Other,2016,250,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-04-04,2016-04-21,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,93152,Yes,3775,,,,,,,,,,,Expired,73  RAINEY ST,78701,30.25829102,-97.73864608,9,"(30.25829102,-97.73864608)",2016-037702 SO
Outdoor Music Venue,BD Riley's Pub,,,6th Street District,2014,1,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2014-02-25,2014-03-25,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,625208,No,1,,,,,,,,,,,Expired,204  6TH ST,78701,30.26782594,-97.74106722,9,"(30.26782594,-97.74106722)",2014-018358 SO
Outdoor Music Venue,BD Riley's Pub,,,6th Street District,2015,1,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-10-05,2015-10-22,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,625208,No,1,,,,,,,,,,,Expired,204  6TH ST,78701,30.26782594,-97.74106722,9,"(30.26782594,-97.74106722)",2015-120417 SO
Outdoor Music Venue,La Condesa / Malverde,,,Other,2023,See Load Cards,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2023-02-22,2023-03-13,Midnight,10:00AM,10:30PM,10:00AM,Midnight,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,3354695,Yes,1256,,,,,,,,,,,Expired,400  2ND ST,78701,30.26545893,-97.74778766,9,"(30.26545893,-97.74778766)",2023-021273 SO
Outdoor Music Venue,Bar at Mueller (H-E-B),,,Other,2022,See Load Cards,75,,,,,,,PUD,,2022-12-20,2023-02-07,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,126998,Yes,795,,,,,,,,,,,Expired,1801  51ST ST,78723,30.30178349,-97.69866762,9,"(30.30178349,-97.69866762)",2022-184244 SO
Outdoor Music Venue,The Stay Put,,,Other,2022,See Load Card,75,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2022-12-16,2023-02-13,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,93152,No,1,,,,,,,,,,,Expired,73  RAINEY ST,78701,30.25829102,-97.73864608,9,"(30.25829102,-97.73864608)",2022-183324 SO
Private Sound Amplification,400 JOSEPHINE STREET,SEPTEMBER,2022,Within 600 ft of Residential,2022,,75,,,,10PM,,,CS - GENERAL COMMERCIAL,2022-09-09,2022-08-29,2022-09-12,,,,,,,,,,,,,,,690578,,,2022-09-09,,,,,,,6PM,,,Expired,400  JOSEPHINE ST,78704,30.26214474,-97.75871207,9,"(30.26214474,-97.75871207)",2022-131554 SO
Outdoor Music Venue,Contemporary Austin - Laguna Gloria,,,Within 600 ft of Residential,2022,See Load Cards,80,,,,,,,SF-3-H-NP,,2022-03-03,2022-05-09,11:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,129795,No,2700,,,,,,,,,,,Expired,3809  35TH ST,78703,30.31208043,-97.77440557,10,"(30.31208043,-97.77440557)",2022-029191 SO
Outdoor Music Venue,The Contemporary - Jones Center,,,Other,2022,See Load Cards,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2022-10-14,2022-11-22,Midnight,10:00am,10:00pm,10:00am,Midnight,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,624596,No,3000,,,,,,,,,,,Expired,700  CONGRESS AVE,78701,30.26922491,-97.74265196,9,"(30.26922491,-97.74265196)",2022-155657 SO
Outdoor Music Venue,Contemporary Austin - Laguna Gloria,,,Within 600 ft of Residential,2023,See Load Cards,80,,,,,,,SF-3-H-NP,,2023-06-07,2023-07-25,11:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,129795,No,2700,,,,,,,,,,,Expired,3809  35TH ST,78703,30.31208043,-97.77440557,10,"(30.31208043,-97.77440557)",2023-072025 SO
Outdoor Music Venue,Contemporary Austin - Laguna Gloria,,,Within 600 ft of Residential,2024,See Load Cards,80,,,,,,,SF-3-H-NP,,2024-07-18,2024-09-04,11:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,129795,No,2700,,,,,,,,,,,Approved,3809  35TH ST,78703,30.31208043,-97.77440557,10,"(30.31208043,-97.77440557)",2024-089424 SO
Outdoor Music Venue,501 Event Center,,,Other,2021,See Load Cards,75,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2021-02-04,2021-09-27,MIDNIGHT,10:00AM,10:30PM,10:00AM,MIDNIGHT,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5619653,No,9000,,,,,,,,,,,Expired,501  6TH ST,78701,30.26916226,-97.74772016,9,"(30.26916226,-97.74772016)",2021-016203 SO
Outdoor Music Venue,Reina,,,Other,2021,See Load Card,75,,,,,,,CBD,,2021-02-24,2021-04-05,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5752886,No,7200,,,,,,,,,,,Expired,78  RAINEY ST,78701,30.25908699,-97.7389732,9,"(30.25908699,-97.7389732)",2021-026580 SO
Outdoor Music Venue,Reina,,,Other,2022,See Load Card,75,,,,,,,CBD,,2022-04-07,2022-06-21,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5752886,No,7200,,,,,,,,,,,Expired,78  RAINEY ST,78701,30.25908699,-97.7389732,9,"(30.25908699,-97.7389732)",2022-049152 SO
Outdoor Music Venue,Valhalla Esports Lounge,,,Within 600 ft of Residential,2021,See Load Card,80,,,,,,,CBD,,2021-03-10,2021-06-11,10:00PM,10:00AM,8:00PM,10:00AM,10:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,3381513,No,4300,,,,,,,,,,,Expired,710  6TH ST,78701,30.27025454,-97.75005784,9,"(30.27025454,-97.75005784)",2021-034851 SO
Outdoor Music Venue,Valhalla Esports Lounge,,,Within 600 ft of Residential,2022,See Load Card,80,,,,,,,CBD,,2022-06-09,2022-07-08,10:00PM,10:00AM,8:00PM,10:00AM,10:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,3381513,No,4300,,,,,,,,,,,Expired,710  6TH ST,78701,30.27025454,-97.75005784,9,"(30.27025454,-97.75005784)",2022-083521 SO
Outdoor Music Venue,Neon Grotto,,,Warehouse District,2021,See Load Cards,75,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2021-07-21,2021-09-24,2AM,4PM,SOUND,NO,2AM,4PM,2AM,4PM,2AM,4PM,2AM,4PM,2AM,4PM,273586,No,3660,,,,,,,,,,,Expired,318  COLORADO ST,78701,30.26650342,-97.74503163,9,"(30.26650342,-97.74503163)",2021-111976 SO
Outdoor Music Venue,Coconut Club,,,Warehouse District,2021,See Load Cards,75,,,,,,,CBD,,2021-07-21,2021-09-24,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,5375920,No,4350,,,,,,,,,,,Expired,310  COLORADO ST,78701,30.26621396,-97.74513445,9,"(30.26621396,-97.74513445)",2021-111990 SO
Outdoor Music Venue,Gnar Bar,,,6th Street District,2024,See Load Card,85,,,,,,,CBD-H,,2024-02-16,,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,166676,No,3922,,,,,,,,,,,Pending,219  6TH ST,78701,30.26722348,-97.74078872,9,"(30.26722348,-97.74078872)",2024-020066 SO
Outdoor Music Venue,Cantina 512,,,Other,2022,See load card,75,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2022-09-23,2022-11-22,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5764362,No,7102,,,,,,,,,,,Expired,70  RAINEY ST,78701,30.25839263,-97.73904571,9,"(30.25839263,-97.73904571)",2022-145294 SO
Outdoor Music Venue,Soho House Austin,,,Within 600 ft of Residential,2022,See Load Card,70,,,,,,,CS-MU-V-NP,,2022-10-21,2023-11-09,10PM,10AM,8PM,10AM,10PM,10AM,8PM,10AM,8PM,10AM,8PM,10AM,8PM,10AM,5704388,Yes,62311,,,,,,,,,,,Expired,1011  CONGRESS AVE,78704,30.25349256,-97.74794018,9,"(30.25349256,-97.74794018)",2022-158812 SO
Private Sound Amplification,10000 DAVID MOORE DRIVE,OCTOBER,2022,Other,2022,,70,,,,10PM,,,SF-2,2022-10-15,2022-09-12,2022-10-13,,,,,,,,,,,,,,,751886,,,2022-10-14,,,,,,,1PM,,,Expired,10000  DAVID MOORE DR,78748,30.16615168,-97.81531749,5,"(30.16615168,-97.81531749)",2022-138428 SO
Private Sound Amplification,10000 DAVID MOORE DRIVE,OCTOBER,2023,Within 600 ft of Residential,2023,,80,,,,10PM,,,SF-2,2023-10-14,2023-09-15,2023-10-13,,,,,,,,,,,,,,,751886,,,2023-10-13,,,,,,,1PM,,,Expired,10000  DAVID MOORE DR,78748,30.16615168,-97.81531749,5,"(30.16615168,-97.81531749)",2023-120158 SO
Private Sound Amplification,10000 DAVID MOORE DRIVE,OCTOBER,2024,Within 600 ft of Residential,2024,,80,,,,10PM,,,SF-2,2024-10-05,2024-09-12,2024-10-02,,,,,,,,,,,,,,,751886,,,2024-10-04,,,,,,,6PM,,,Expired,10000  DAVID MOORE DR,78748,30.16615168,-97.81531749,5,"(30.16615168,-97.81531749)",2024-124090 SO
Outdoor Music Venue,Barbarella,,,6th Street District,2023,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2023-01-23,2023-03-08,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,170994,No,2000,,,,,,,,,,,Expired,615  RED RIVER ST,78701,30.26715137,-97.73668429,9,"(30.26715137,-97.73668429)",2023-008834 SO
Outdoor Music Venue,Barbarella,,,6th Street District,2024,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2024-02-26,2024-05-04,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,170994,No,2000,,,,,,,,,,,Approved,615  RED RIVER ST,78701,30.26715137,-97.73668429,9,"(30.26715137,-97.73668429)",2024-023755 SO
Outdoor Music Venue,Jack & Gingers Irish Pub,,,Other,2023,See Load Card,80,,,,,,,MI - MAJOR INDUSTRY,,2023-04-18,2023-05-26,12:00AM,11:00AM,10:30PM,11:00AM,12:00AM,11:00AM,10:30PM,11:00AM,11:00PM,11:00AM,10:30PM,11:00AM,10:30PM,11:00AM,5117161,No,4700,,,,,,,,,,,Expired,11500  ROCK ROSE AVE,78758,30.40120965,-97.72289492,7,"(30.40120965,-97.72289492)",2023-047928 SO
Outdoor Music Venue,Rose Room / 77 Degrees,,,Other,2023,See Load Cards,80,,,,,,,MI - MAJOR INDUSTRY,,2023-04-18,2023-08-04,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5205463,No,15000,,,,,,,,,,,Expired,11500  ROCK ROSE AVE,78758,30.40120965,-97.72289492,7,"(30.40120965,-97.72289492)",2023-047964 SO
Outdoor Music Venue,Wonder Bar,,,Other,2023,See Load Cards,80,,,,,,,MI - MAJOR INDUSTRY,,2023-04-18,2023-05-26,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5117163,Yes,3600,,,,,,,,,,,Expired,11500  ROCK ROSE AVE,78758,30.40120965,-97.72289492,7,"(30.40120965,-97.72289492)",2023-047972 SO
Outdoor Music Venue,Cantina 512,,,Other,2024,See load card,75,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2024-03-25,2024-08-30,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5764362,No,7102,,,,,,,,,,,Approved,70  RAINEY ST,78701,30.25839263,-97.73904571,9,"(30.25839263,-97.73904571)",2024-036941 SO
Outdoor Music Venue,Wonder Bar,,,Other,2024,See Load Cards,80,,,,,,,MI - MAJOR INDUSTRY,,2024-06-21,2024-07-31,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5117163,No,3600,,,,,,,,,,,Approved,11500  ROCK ROSE AVE,78758,30.40120965,-97.72289492,7,"(30.40120965,-97.72289492)",2024-078284 SO
Outdoor Music Venue,Rose Room / 77 Degrees,,,Other,2024,See Load Cards,80,,,,,,,MI - MAJOR INDUSTRY,,2024-06-21,2024-08-05,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5205463,No,15000,,,,,,,,,,,Approved,11500  ROCK ROSE AVE,78758,30.40120965,-97.72289492,7,"(30.40120965,-97.72289492)",2024-078290 SO
Outdoor Music Venue,Jack & Gingers Irish Pub,,,Other,2024,See Load Card,80,,,,,,,MI - MAJOR INDUSTRY,,2024-06-21,2024-07-31,12:00AM,11:00AM,10:30PM,11:00AM,12:00AM,11:00AM,10:30PM,11:00AM,11:00PM,11:00AM,10:30PM,11:00AM,10:30PM,11:00AM,5117161,No,4700,,,,,,,,,,,Approved,11500  ROCK ROSE AVE,78758,30.40120965,-97.72289492,7,"(30.40120965,-97.72289492)",2024-078270 SO
Outdoor Music Venue,Tillery Kitchen & Bar,,,Within 600 ft of Residential,2019,See Load Card,70,,,,,,,GR-MU-CO-NP,,2019-01-14,,10PM,10AM,8PM,10AM,10PM,10AM,8PM,10AM,8PM,10AM,8PM,10AM,8PM,10AM,251108,Yes,1,,,,,,,,,,,In Review,3201  CESAR CHAVEZ ST,78702,30.25137817,-97.70874546,3,"(30.25137817,-97.70874546)",2019-008227 SO
Outdoor Music Venue,Fareground Food Hall,,,Other,2023,See Load Cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2023-02-17,2023-03-10,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,5292903,Yes,13261,,,,,,,,,,,Expired,111  CONGRESS AVE,78701,30.26373894,-97.74365146,9,"(30.26373894,-97.74365146)",2023-019582 SO
Outdoor Music Venue,Fareground Food Hall and Ellis Bar,,,Other,2024,See Load Cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2024-02-28,2024-05-09,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,10PM,10AM,5292903,Yes,13261,,,,,,,,,,,Approved,111  CONGRESS AVE,78701,30.26373894,-97.74365146,9,"(30.26373894,-97.74365146)",2024-024834 SO
Outdoor Music Venue,Coconut Club,,,Warehouse District,2022,See Load Cards,75,,,,,,,CBD,,2022-10-31,2022-11-22,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,5375920,No,4350,,,,,,,,,,,Expired,310  COLORADO ST,78701,30.26621396,-97.74513445,9,"(30.26621396,-97.74513445)",2022-162574 SO
Outdoor Music Venue,Coconut Club,,,Warehouse District,2024,See Load Cards,75,,,,,,,CBD,,2024-02-28,2024-05-10,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,2AM,NOON,5375920,No,4350,,,,,,,,,,,Approved,310  COLORADO ST,78701,30.26621396,-97.74513445,9,"(30.26621396,-97.74513445)",2024-025094 SO
Outdoor Music Venue,The Blind Pig Pub,,,6th Street District,2023,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2023-02-13,2023-03-08,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,166760,No,2700,,,,,,,,,,,Expired,317  6TH ST,78701,30.2670305,-97.73981484,9,"(30.2670305,-97.73981484)",2023-016827 SO
Outdoor Music Venue,Shakespeare's Pub,,,6th Street District,2023,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2023-01-24,2023-03-08,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,179007,No,1500,,,,,,,,,,,Expired,314  6TH ST,78701,30.26752638,-97.73971914,9,"(30.26752638,-97.73971914)",2023-009182 SO
Outdoor Music Venue,The Blind Pig Pub,,,6th Street District,2024,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2024-02-05,2024-03-09,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,166760,No,2700,,,,,,,,,,,Approved,317  6TH ST,78701,30.2670305,-97.73981484,9,"(30.2670305,-97.73981484)",2024-014349 SO
Outdoor Music Venue,Summit,,,Other,2022,See Load Card,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2022-09-21,2023-05-23,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,91766,No,5500,,,,,,,,,,,Expired,120  5TH ST,78701,30.26750231,-97.74396875,9,"(30.26750231,-97.74396875)",2022-144055 SO
Outdoor Music Venue,HandleBar,,,Other,2012,229,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2012-07-31,2012-10-17,Midnight,8:00pm,10:30 pm,8:00pm,Midnight,8:00pm,10:30 pm,8:00pm,11:00 pm,8:00pm,10:30 pm,8:00pm,10:30 pm,8:00pm,166310,No,1780,,,,,,,,,,,Expired,121  5TH ST,78701,30.26661636,-97.74204707,9,"(30.26661636,-97.74204707)",2012-076499 SO
Outdoor Music Venue,Baby Acapulco,,,Other,2023,See load cards,70,,,,,,,NBG-NP,,2023-07-06,2023-08-16,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,3138661,Yes,1783,,,,,,,,,,,Expired,9505  STONELAKE BLVD,78759,30.38514788,-97.73850323,7,"(30.38514788,-97.73850323)",2023-085655 SO
Outdoor Music Venue,Baby Acapulco,,,Other,2024,See load cards,70,,,,,,,NBG-NP,,2024-07-15,2024-09-04,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,3138661,Yes,1783,,,,,,,,,,,Approved,9505  STONELAKE BLVD,78759,30.38514788,-97.73850323,7,"(30.38514788,-97.73850323)",2024-087484 SO
Outdoor Music Venue,Rock House Bar & Trailer Park,,,Other,2023,See Load Cards,70,,,,,,,GR-CO,,2023-08-31,2023-10-18,11:30PM,10:00AM,9:30PM,10:00AM,11:30PM,10:00AM,9:30PM,10:00AM,9:30PM,10:00AM,9:30PM,10:00AM,9:30PM,10:00AM,122687,Yes,1,,,,,,,,,,,Expired,6900  FM 620 RD,78732,30.40258206,-97.8552158,10,"(30.40258206,-97.8552158)",2023-113603 SO
